Percent_CC,Percent_DC
3.881654188,1.130538394
0.743064319,1.834969528
5.410579555,3.173214735
3.543499514,2.818348094
3.551715953,0.738179118
3.257207236,0
3.237329957,0.334830234
2.784194204,0.070013566
3.531248126,0.25483574
0.856790083,6.558187051
5.025104619,1.539795777
2.716894289,1.907416552
4.079037916,3.229042198
2.31792308,1.171187345
1.077603135,1.28980798
0.743409274,3.429834754
4.049887431,1.53470153
3.113838484,0.673159758
2.627014047,0.357729435
2.645681394,1.956185652
3.579456908,1.248980721
1.746351171,0.180826828
4.322104269,0
3.765691838,0.408534535
2.04175499,7.351766352
4.75798357,0.987244143
2.761540494,0.50719993
3.606272701,0.683789036
2.738801728,1.108288331
4.566400549,3.435105793
1.869714541,0.701376963
3.466272322,0.396151778
2.063897278,1.462114846
2.352456051,1.768765031
6.095207382,0.93664541
1.220854542,0
3.872329491,3.346636619
3.342378957,0.245518059
3.281599902,0
3.89475247,0.252260851
1.498812282,0.781297982
3.409368046,1.926431955
2.202723093,1.809712869
3.130215692,2.798832267
0.990554916,3.682185077
1.327154554,4.051564949
1.217698523,0.452514485
1.879480754,1.604003144
3.071273879,1.400524657
3.90297964,1.192677637
3.925517725,0.796116863
0.30543386,3.487372178
1.35742244,0.932944261
2.591320706,1.095816586
5.500850733,0.934812256
2.618678503,0.741069059
1.377893436,3.561911807
3.659413345,3.403870317
0.811618584,4.174590371
3.167788493,0.128596716
6.490215561,0
5.885282794,0.842434905
3.915552078,0.92557532
6.064892256,0
2.453183,0.371505289
4.916202382,1.029141066
3.445799057,0.386234744
1.733328148,0.159994673
4.063393298,2.159050576
3.699363121,0.238447106
1.461732517,2.487898214
2.964307445,0.573861333
4.127174569,0.65240168
1.201696697,4.986799486
1.564558433,4.190727635
1.305211613,1.030178453
1.577289008,0.726560994
1.418804664,1.468091485
5.840511893,0.040516226
1.768995707,0
2.343142606,1.33101836
4.748754012,2.968348507
3.261948713,0.467754637
2.904882491,1.875240006
3.021793038,0.257363689
2.387067779,0.134226292
2.691426562,1.194910729
0.694896824,2.214818819
6.439866599,0.821131031
2.965622449,1.668987056
2.673547879,0.356243192
3.24793938,1.239599124
1.949489092,0.831660094
2.362233419,0.229634879
4.406792577,0.560830223
3.404114949,2.187797351
4.076107615,0.60487999
4.573146906,0.22084048
2.302926465,1.261522686
4.301135905,1.674925352
2.467630069,1.144573934
3.526088658,0.738073953
4.005286927,0.616175403
2.190039194,0.979653409
3.739853547,0.212116251
4.127758775,0.294538478
3.166420372,0.85688994
2.712181008,1.021648602
1.585593982,0.155887807
1.418378985,2.687209436
2.24983897,2.563633299
1.208404453,1.505960473
4.59352289,1.591459902
3.094229828,0.394342021
3.825178446,0
3.803403932,1.322450802
2.562044317,1.709705483
1.014432055,5.087763993
0.74019044,4.150882301
3.571141998,1.309237386
2.062404356,3.945840997
1.249847492,3.141557015
5.753610792,2.427071646
4.711573378,0
1.103354858,0.143152166
0.990637795,0.291999074
1.683171259,3.256805899
2.409553159,1.307518417
1.380749115,0.086155744
2.957767046,0.19387437
1.491389928,0.815829221
4.307550055,0.745725279
1.487112672,2.264740693
2.314031242,1.495308284
2.622022185,4.212702366
1.063852235,5.62748486
2.992519317,0.199292969
3.044917445,0.032083639
1.163298796,0.300036791
2.47636986,1.108580338
1.651442317,1.326517394
2.401837208,1.481898179
2.24832728,1.120179436
1.95189776,1.575213198
5.235640895,0.384611407
0.907978594,0.100435158
1.150834611,1.171035605
3.924830668,1.183764852
1.139551046,2.896009373
5.02286471,0.616370018
4.961715762,0.565293453
1.64339767,0.623260261
2.015158119,5.040471402
5.023299652,0
3.098380853,0.074677874
1.584956714,4.1254972
3.00035816,1.532700113
2.718002061,0.696816488
3.239628403,0.348741638
2.941043951,0.217374439
5.701512294,0.717877212
3.249639721,2.5345985
0.679325304,1.930111232
2.167367155,4.111727372
4.055906182,2.677083191
7.502264892,1.618058355
1.488058498,1.543151682
1.836626851,0.504306297
4.736797849,2.633791654
3.959802561,2.703859975
2.325686056,0.385999635
0.795991765,1.588185313
1.875367147,1.520113147
0.946123381,0.847458637
4.031935453,0
5.242089406,0.368465896
1.710659594,2.898096911
2.451914348,0.282560815
1.669855913,0.096412015
9.008244175,0.496105123
1.454514822,0
6.716630527,1.771750242
2.566622172,2.477425675
1.24862804,1.602261218
2.254778063,0.953559843
2.825172797,2.76687121
6.946429197,0.436273699
2.767983073,0.727952328
1.392572215,0.375672291
1.217549524,1.999469641
2.717719606,1.409174182
2.117788694,2.037207437
2.507433393,1.437771681
2.734501764,0.151150116
2.014675056,0.829931198
3.316854922,0.071352047
1.250600938,0.421572047
4.589312519,0.402183506
2.646585545,0.115724354
3.812371471,0
0.660184409,0.773526498
9.819017272,0.469023261
3.18779549,1.327485323
2.551660671,0.667457053
7.112259858,0.258403824
2.111565014,4.18175799
1.704697551,0
2.685038716,2.502802438
2.899321737,0.833196695
3.002012315,2.286935753
2.115006885,1.932667814
1.691965724,1.228075771
2.685804142,0.83108398
2.216715566,1.338885782
3.181134766,1.394824749
1.13529398,0.022683697
3.256644726,0.303226029
2.492447501,1.791085647
2.578414474,4.307966595
2.96957304,0.931828925
3.887881097,0.717831107
1.894629201,0.576783879
0.59658853,1.554318578
0.988943429,1.631852242
4.809518361,0
1.729012397,2.110762626
1.504340642,1.01547496
1.553487345,0.552430819
0.915209739,0.655157153
2.442157708,1.351289871
0.779037151,0.916800675
5.121921903,0.19859508
2.706332847,0.479164042
1.758861993,0.506864799
2.310297036,0.122325759
4.468713448,0.525818965
2.284321803,2.95529556
1.468237451,3.48012012
2.295845868,0.454573857
4.272208487,0.98949693
2.366115622,0
4.720134062,2.593430634
3.015774779,0.316736179
0.850446785,6.515396067
2.426677687,1.992628223
3.936750737,0.156289789
2.002860202,2.857883594
1.721703185,2.358635512
2.70961455,0
5.129581514,0.030163804
4.659117438,0.099085324
0.252942392,0.33193709
2.34107924,1.614494716
2.846561531,0.589945158
4.225385752,1.607017684
3.581735951,0.359856752
5.944006634,2.685121319
2.091064926,0.142393811
4.19155319,0
1.36681229,1.64830677
7.21006987,0.362618715
1.789753373,9.694435808
2.509481137,2.411359652
4.956356717,0.37657697
0.928663174,6.468503289
2.886675843,2.020220931
2.241534263,1.805784553
10.11444504,0.604272769
3.145015559,2.217679743
0.792938785,2.237910887
2.627946771,0.233720448
3.985674475,0.277085568
2.400708098,0
1.925445566,5.524763451
2.804063484,0.541037696
2.684649421,1.009153603
2.037114119,0.11630456
4.187822736,0.491918595
2.289494396,1.158737632
2.699535933,0.175299956
2.417862637,0.505966154
3.405692322,0
3.56994709,0.185526821
2.46211038,0
6.366303157,0.273566116
2.449129868,1.797020805
2.169174283,0.743778773
1.063814429,3.444588119
3.207235765,0.215012642
1.358849111,1.703583783
1.180614355,1.658662592
4.812543209,0.71261246
2.824712556,1.128578003
2.958712421,0.606016399
4.281148323,0
1.710070189,0
4.461883145,0.585235956
3.204924323,0.312660704
4.649879652,0.506233685
1.315505014,0.025792503
2.395145302,0.256427853
4.437988498,3.223077735
0,2.851312487
0,0.730726003
3.714251301,2.086473607
0.198274723,4.240194138
0.167288124,2.590324738
2.426496065,3.302398415
1.656469931,4.645858087
0.825425424,3.126240028
1.570307713,0.022511338
0.952857392,5.708475724
0,1.083295014
2.700684163,5.906597035
0.178552703,6.328154353
2.706831067,5.234479264
0,3.088247971
0,4.41881714
0.933369944,4.013854238
1.971439326,2.484204557
0,0
3.913347512,0.688196592
0,4.458802649
0,0.929891887
0,2.65871948
3.923520703,2.757389529
4.534824849,0
1.90610354,1.564056722
3.257241378,2.486770509
13.75661675,0.188259755
0.648303717,7.085828033
4.757955689,0.405874829
2.103913982,0.495821794
3.35050344,0.153813414
6.604041729,0.070417818
5.686011737,0.140188646
3.579413279,3.449622919
5.572044086,0.4979615
4.012305351,0
0.874468437,2.356300564
4.946594434,1.291905527
3.073148812,0
2.466901918,0.143584139
3.534286538,0.258969978
2.18379677,0
3.813782649,0.289003741
1.210449405,0
4.461068312,0.138083577
0.681475241,4.402771431
2.031306349,1.524197472
3.025703781,2.948192176
1.862399673,0.302722333
3.555988771,0.318599223
1.802456203,2.289176566
0.840635258,0.50817736
4.889472494,0.215484891
5.182237866,1.957748008
0.628141196,0.41123305
8.334863044,0.341195775
3.136532577,1.160837763
8.898838066,2.205286112
4.760444553,0.962251025
5.571911321,1.811491338
1.574620965,0.519500337
1.38039176,0.513566305
2.661550244,1.095573346
3.467849348,0.122038755
2.003090113,0.828623497
5.925375269,1.636044308
1.427331362,0.174881581
3.554574535,0.480869106
0.954111629,0.264285571
3.203760449,1.376743213
4.281170754,0.453159691
7.004245522,1.461001203
3.517203573,0.108323273
1.749827879,0.562995398
2.851162806,1.047567943
2.571018093,1.916529311
4.221183553,1.278707696
4.433552647,0
3.677881803,1.010596734
3.026741892,0.456128733
2.269848182,0.809185636
2.257037939,1.727623305
0.952369125,0
3.520259731,0.669531858
2.024389664,0
8.05187051,0.497604729
3.915568388,4.365136457
0.98208015,0.100928575
5.702115668,0.181216227
2.93349146,0.607614107
3.193620822,0.90567989
6.945694534,1.578189245
2.413517502,0
4.457406372,0.855628137
4.443597637,0.326905469
7.446370802,1.160480247
4.518415791,0.751852764
1.608224326,0.19350344
2.782493848,0.518272389
4.335862521,1.47655816
3.197608567,0
2.572404849,0.317496201
2.574693975,0.784724171
1.057786468,0.178759964
3.856828369,0.818125105
3.434587301,0.970490726
1.083309342,0.248632135
4.297038658,0.282468493
3.062916176,0.578372404
1.540454554,0.966526112
2.752012883,0.429066853
3.287790402,0.376515781
1.811546385,2.792010113
2.156087595,0
3.082007132,0.153706418
6.245467633,0.610600029
2.09011977,0.003030007
1.951753938,4.195949392
4.807102181,0.46114143
5.130787381,0.096138439
4.20526962,0.560742945
2.499315331,2.73827516
4.633031264,0
2.284387636,0.245468879
1.576999166,2.88282838
2.779736975,0.114494614
4.087175236,0.213217423
1.664529904,0.28542903
7.160268041,3.031855513
3.721649174,3.306564449
1.730010628,0.536876316
1.135025326,0.180986384
2.415874077,0.311691871
4.236216,1.156787455
1.245406446,0
2.634767528,0.203337196
1.105733204,0
2.524955392,0
3.603885258,0.071138306
0.925282901,1.933949227
4.077650995,0.309426694
4.794826371,1.069101358
5.300061581,0.126559999
1.783523884,0.919816513
0.376792368,1.129439712
7.596113537,0.09787437
0.137573131,6.020069658
2.31812667,0
3.703143006,0.442664492
1.72719693,1.600284808
1.440631058,1.620046066
2.13721921,0.151371923
4.156388855,0.108336199
3.377411582,0.254133927
2.704723631,0.403074156
4.751562353,1.87639227
2.713040084,0.130642003
3.283586174,1.067897707
2.918535034,0.016819671
5.074056367,0.171524754
1.048988622,2.208904976
2.287299649,0.683135744
0.541826567,0
1.843911052,0.369284178
1.635262785,0.02042938
1.856449054,1.58836831
6.679164634,1.823372611
2.665705128,2.240190883
4.706981595,0.413772235
2.256196246,2.962346539
2.146300731,0.588148897
1.276342583,0.06517791
3.490563385,0.160823356
4.747370792,0.891778984
3.985889282,0.074519894
1.590802319,1.966533256
2.503066865,0.076085529
4.694241717,0.439486565
3.481747905,0.860637754
2.54143854,0.238877065
4.135855169,0.355343574
1.829221809,1.081195796
2.513282353,0.327360429
10.76362356,0
1.760184584,0
3.120999848,2.261167561
5.03432796,0.386971924
1.789625586,3.102979257
3.447078561,1.475074076
3.73359651,1.276087813
2.249660437,0.050028822
3.296865577,0.824089414
2.640647679,0.349725489
1.626372732,0.794757857
4.550157538,0.679859913
1.615269471,0.028380409
2.1554115,0.374364377
1.734662984,1.196358792
2.637799057,0.347391899
1.319726498,0
0.670956801,0.823128011
5.625934316,0.625146357
2.537504661,0.009899316
1.985126774,0.417403821
4.131425891,3.146548033
2.559664445,0
2.603744808,2.542585828
3.520328104,0.68609241
2.47676992,1.451127266
4.581441918,1.414553997
7.142229903,0.242797824
0.917525736,1.270885036
2.600909389,0
5.908364505,0.309647251
3.790821896,0.716709701
4.061386841,6.28796485
2.509516311,0.424472296
2.411422507,0
6.086037012,10.0858147
3.224814858,0.097735601
4.46964374,1.077440074
2.904305999,0.785149522
1.946154809,0
4.247983816,1.606766557
4.748424312,1.666383875
2.189838185,3.502193045
2.430672347,0.645222563
1.724480363,0.324580642
2.387243975,1.409405318
2.356025331,1.484572382
1.633522273,1.542699666
4.492969041,0.180043689
2.565953544,0.444316292
1.020680595,8.790563734
3.958009066,1.10981973
3.100851741,1.516456985
4.115003282,0.935212943
2.284753039,1.889759669
4.140799961,0.2321535
2.199132823,2.481018494
2.445364712,0.020285425
4.547641485,0.612474118
6.554807512,0.163769071
0.995540621,4.654690636
2.722697906,0.268047921
3.8290593,0
4.508726918,0.159071169
7.500890795,1.353594296
2.746139459,1.044387138
1.766071116,1.077729225
3.456866141,2.582691625
5.528745911,0.333762875
5.225842239,1.549419092
2.886020141,2.101885019
4.547865777,0.817105598
5.016050318,1.220495532
2.48283678,0.284009575
7.255646283,1.150074951
6.150422497,2.007353154
3.372580764,1.613602465
3.104671685,0.84537372
2.237150099,1.868125829
2.62778764,1.39878186
1.703087511,2.020442804
4.382373198,0
3.463915846,0
3.558901707,0.212290314
2.919164244,0.976517373
3.267141589,0.692209676
2.717401512,1.410387945
2.862777206,2.359520698
3.336125797,0.187544967
4.140510023,3.685950299
1.887960729,2.343595226
6.403556677,1.828149917
6.566616576,1.016335391
3.775701067,0.798008758
3.999404737,0
2.600445099,0.015150463
0.523658949,2.03373751
5.397907514,0.413182456
0.739646108,5.127680242
4.179825075,0.273243862
1.211522053,0
1.263958764,0.071343613
3.890246804,0.171298201
8.105074786,0.792831012
1.508470845,0
4.145984868,2.556748652
1.531641927,4.95764724
5.434779033,1.215597748
2.843322458,0.756098863
0.334803168,1.357019018
5.076702968,4.387822942
2.629479657,0.376480592
0.913085622,2.346188718
3.745586889,0.931210912
3.124093182,0
1.659871598,0.360267793
1.591028401,0
1.002917137,0.593018902
1.335451428,0
2.787111251,0.296396684
2.288730301,1.281025405
2.009580789,0.504218409
3.096322661,1.248912711
3.799125273,0.035775645
4.569902506,0.419854333
2.323757858,2.105000677
1.483788997,1.565487576
2.1271661,0.898941571
5.210576309,0.981331853
2.153472915,1.326046233
2.225743435,0.617499512
4.109333537,2.181867769
3.805664541,1.295540482
2.339850884,1.423980548
1.444093305,1.960274433
6.784495431,0.067859077
2.611043216,1.407396746
1.054177819,0.39951946
6.982026073,2.547976906
0,4.794007831
3.693062191,0
0.735500089,0.110055875
3.495150028,0.379932725
3.630003302,2.6774432
1.732725434,1.123218668
1.483060979,0
5.292836726,0.021599402
2.224178515,0.02658681
3.489562712,0
3.407975568,1.519773266
2.356744452,0.416241129
0.721365508,0.476767874
2.607873565,1.643020956
0.840805161,0.470277039
2.269158634,2.195789081
3.400136992,2.803678158
1.083060377,1.612143767
1.683265633,0
3.333626838,1.653019252
2.607189258,1.27440799
4.363435199,0.882461089
3.517907621,0.795694847
2.402864603,0
2.326451339,2.425321734
2.922030423,0
4.790492442,0.162640638
2.311939113,0.15791968
7.48129558,0
1.545221752,0
4.01369293,1.02457852
1.876238124,1.57799836
2.794573804,0.375072416
3.003442862,0.051438478
1.506535903,2.226040141
2.024450559,0.752490906
2.495291478,0.156924936
3.158750982,0.06704119
2.771498084,0
1.762481062,0.288636423
1.876085187,0
2.495503014,0
4.869755076,0.93156419
1.788965162,0.446364918
3.931737633,1.315836002
2.027726126,1.225284198
3.891112589,2.036179588
2.081977339,0.407804215
1.361067592,0.592168372
2.147931462,0
1.881758641,1.060622135
1.439236623,2.324666606
2.606115308,2.116184756
0.87143799,1.97631415
2.155668887,0
2.316911421,3.081343527
3.064613957,0.745149163
2.2827343,3.21173955
2.09099926,1.868652994
3.876269812,0.217062276
2.931623718,0.808582328
2.750698001,2.348581963
2.737787143,1.968794248
2.776014017,0.675949352
5.188142241,1.190934658
0.874768852,1.495395387
1.555126158,0
10.73785864,0.018585158
2.086923594,0.669018859
3.0286409,0.856198958
4.957584111,0.28782169
1.85791715,1.71593556
4.584362741,0.764412804
3.909237463,0
3.626284758,1.113529728
3.628897905,3.262334181
4.756067582,0.589988188
4.501039471,0.59290383
3.196333643,5.085362154
2.452889288,0
3.668878905,0
1.454716431,1.113730602
4.204056932,0.139221045
2.068136509,0.448472888
2.394059335,0.319352556
2.458459404,2.737028628
4.755460694,0.935240716
2.007203204,0.148080894
3.225926297,1.509803304
4.0165607,3.227804116
4.858759331,0
9.28606466,0.400741022
5.669084035,0.89684312
4.101614771,0.843317641
2.973344963,0.306776251
4.315348676,0.091533596
4.499739453,1.327940933
2.09929783,0.711674775
9.066345124,0.167540661
4.122471486,3.647166574
2.709883005,0
6.822431403,0.500883283
8.41894415,0.721448052
6.412850707,0.100452858
0.312694396,2.050292237
1.665989105,0.754199898
2.954892601,1.136997664
2.688070998,0
0.677524552,0.650125532
1.404060873,0.706522478
3.92291851,2.244633908
1.384980041,0.678880251
2.753109639,0.601381091
7.96937085,0.923753544
1.711773015,0.975188772
8.015908113,0.280470749
1.877567101,0.266920082
5.04285346,0.151178627
0.694830793,1.038590172
1.053647168,0.852688146
3.671488879,0.322789657
6.0066143,1.315577851
2.389943766,0.964693999
6.361956539,0.672706261
3.85654846,0.480324108
6.932274175,1.418200682
3.324073536,0.210816288
2.52348711,1.257112536
1.90607904,4.958398235
2.693968434,0
2.689441214,3.633600458
5.417747241,0.786337178
3.853387455,1.697244051
1.701610497,0.982972784
1.84710222,0.975341089
5.856419562,0
1.777076412,0.739403809
1.726954292,2.251503061
2.664069297,1.328066968
5.19877807,2.927856884
7.2218265,2.621412385
4.528046997,0.690087259
10.82158189,0.655063648
6.481166886,1.475570872
4.665586487,0
7.199427846,1.758576668
3.235948653,0
0,0.755979056
0.95240299,0.755894514
3.408033395,0.316890171
4.335505681,1.391736525
5.722681414,0
8.107020658,1.230182541
3.855051909,2.76081157
1.998939049,2.532563135
1.110551936,0
1.681497753,0.711872684
3.5425465,0.536625408
2.884443788,1.063682158
1.291927109,1.021274267
3.198599264,2.64513812
4.282926253,0.797525627
5.430413013,0.702857369
3.346282431,1.044469987
3.112354251,0.322018512
4.839467413,0.375331693
1.538720133,2.414175067
5.736133223,0.685580132
1.410784547,0.658227074
0.449059592,2.466975284
4.269220783,2.737545374
5.272159488,1.184998834
2.484409564,5.333934533
5.038409627,1.283390158
1.230168097,0.816323867
4.143264733,0.663091632
2.696498446,0.644754747
1.268342308,0
2.275287109,0.503879119
2.714889156,2.032986785
2.288464409,1.305647555
2.938725463,2.014205826
1.87495162,1.894367183
3.415882042,1.764546621
6.190966639,0.670440885
2.521321959,3.342112021
3.943635038,1.923013978
2.685243128,1.944988766
2.223951127,1.137211834
4.253737536,0.297977998
4.105142751,0.700954452
1.279971237,0.032222888
4.769697001,0.307552912
1.763714169,1.024630853
3.763352198,0.470002156
5.859928972,0.580939249
4.639930131,2.431635897
6.367514087,0.989413111
3.63717071,0.031544307
4.176249274,0.794395278
2.327816469,1.424441223
8.522901126,3.539200588
5.51070357,2.067191856
2.300725511,0
2.958961217,1.62982701
3.800744444,0.101877265
5.313076485,0.943275608
4.183525726,6.177331363
2.688040052,0.559445308
4.805725129,0.892112323
0.798360505,2.044172587
2.197624,1.160502743
9.251377459,0
3.108168324,0.015964077
3.080821475,0.845044221
2.368574763,0.615337173
2.177643343,1.755091315
1.63066892,2.332616549
5.203094683,0.060365999
5.390226518,0
5.186389522,1.422533464
2.844873565,0.012841906
3.249348881,1.214345839
2.093931583,1.219753212
1.304645949,1.234832956
0.716232271,1.464171591
3.129891603,0.901138375
2.164665842,0.814655035
3.841841915,0.201638426
9.087797193,2.021742878
2.24943496,5.885549868
10.45346656,0.151672641
2.329657323,5.0621192
0.92845849,0.821135521
5.329380263,0.147216551
4.067451328,2.257882599
2.94665524,1.81132734
3.271112482,1.191273747
2.240514196,1.469727909
2.516267898,0.08945998
1.257631003,0.202029671
1.724736137,2.761537256
3.490352128,1.888670543
5.39553209,0.783578745
2.876995324,3.0801885
3.449145206,0.729279062
4.488683806,1.394331001
1.099816996,0.177072041
1.355309981,0
3.689712307,0.370224257
5.734194568,0.384458337
4.471541232,1.601157063
5.722681414,0
2.999425029,0.462953413
4.971587939,2.832791956
1.282561552,1.747552965
2.826216976,0.692141378
2.211242168,0.29116618
0.965149365,1.031548051
0.828065077,1.13917101
6.35101982,1.365933998
6.405619933,0.353282218
3.276170508,0.461177825
1.82190944,1.213426898
2.656871074,2.284335351
3.481051084,0
3.840100209,2.857264582
0.887221797,0.537147559
3.52522464,1.154065379
2.761494952,0
5.26217393,0
0.918024107,0.931213517
7.633468505,0.092279713
0.623558413,3.618386467
4.704848456,3.635987272
1.394783602,1.507198483
4.030707921,2.864216589
5.482808598,3.657689188
4.23225605,0.292818277
4.179443352,1.472424244
2.785786781,2.045497148
0.383385453,1.20028252
2.308127708,0.136166101
2.754142227,0.565443559
